2026-04-16 12:08:32,350 REPLAY: op=8,0,0,0 executed_steps=1 task_state={} kthread_state={}
2026-04-16 12:08:32,433 REPLAY: op=8,0,0,0 executed_steps=1 task_state={} kthread_state={}
2026-04-16 12:08:32,891 REPLAY: op=8,0,0,0 executed_steps=1 task_state={} kthread_state={}
2026-04-16 12:08:32,976 REPLAY: op=8,0,0,0 executed_steps=1 task_state={} kthread_state={}
2026-04-16 12:08:33,058 REPLAY: op=8,0,0,0 executed_steps=1 task_state={} kthread_state={}
2026-04-16 12:08:33,138 REPLAY: op=8,0,0,0 executed_steps=1 task_state={} kthread_state={}
2026-04-16 12:08:33,216 REPLAY: op=8,0,0,0 executed_steps=1 task_state={} kthread_state={}
2026-04-16 12:08:33,239 REPLAY: op=18,0,0,0 executed_steps=1 task_state={} kthread_state={0: 'created'}
2026-04-16 12:08:33,281 REPLAY: op=10,-1,0,0 executed_steps=1 task_state={} kthread_state={0: 'created'}
2026-04-16 12:08:33,307 REPLAY: op=18,1,0,0 executed_steps=1 task_state={} kthread_state={0: 'created', 1: 'created'}
2026-04-16 12:08:33,421 REPLAY: op=0,0,0,0 executed_steps=1 task_state={0: 'sleeping'} kthread_state={0: 'created', 1: 'created'}
2026-04-16 12:08:33,452 REPLAY: op=12,0,4619,0 executed_steps=1 task_state={0: 'sleeping'} kthread_state={0: 'created', 1: 'created'}
2026-04-16 12:08:33,512 REPLAY: op=20,0,0,0 executed_steps=1 task_state={0: 'sleeping'} kthread_state={0: 'spin', 1: 'created'}
2026-04-16 12:08:34,104 REPLAY: op=6,0,0,0 executed_steps=1 task_state={0: 'on_cpu'} kthread_state={0: 'spin', 1: 'created'}
2026-04-16 12:08:34,722 REPLAY: op=5,0,0,0 executed_steps=1 task_state={0: 'sleeping'} kthread_state={0: 'spin', 1: 'created'}
2026-04-16 12:08:35,147 REPLAY: op=6,0,0,0 executed_steps=1 task_state={0: 'on_cpu'} kthread_state={0: 'spin', 1: 'created'}
2026-04-16 12:08:35,306 MUTATE-GEN: op=0,1,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'sleeping'} kthread_state={0: 'spin', 1: 'created'}
2026-04-16 12:08:35,892 MUTATE-GEN: op=5,0,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping'} kthread_state={0: 'spin', 1: 'created'}
2026-04-16 12:08:35,936 MUTATE-GEN: op=18,2,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'created'}
2026-04-16 12:08:49,255 MUTATE-GEN: op=10,0,1,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'runnable', 2: 'runnable'} kthread_state={0: 'spin', 1: 'created', 2: 'created'}
2026-04-16 12:08:49,426 MUTATE-GEN: op=13,1,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'runnable', 2: 'runnable'} kthread_state={0: 'spin', 1: 'created', 2: 'created'}
2026-04-16 12:08:49,488 MUTATE-GEN: op=7,0,-10,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'runnable', 2: 'runnable'} kthread_state={0: 'spin', 1: 'created', 2: 'created'}
2026-04-16 12:08:50,060 MUTATE-GEN: op=5,0,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'runnable', 2: 'on_cpu'} kthread_state={0: 'spin', 1: 'created', 2: 'created'}
2026-04-16 12:08:50,590 MUTATE-GEN: op=6,0,0,0 executed_steps=1 task_state={0: 'runnable', 1: 'runnable', 2: 'on_cpu'} kthread_state={0: 'spin', 1: 'created', 2: 'created'}
2026-04-16 12:08:50,762 MUTATE-GEN: op=10,1,2,0 executed_steps=1 task_state={0: 'runnable', 1: 'runnable', 2: 'on_cpu'} kthread_state={0: 'spin', 1: 'created', 2: 'created'}
2026-04-16 12:08:51,114 MUTATE-GEN: op=5,2,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'runnable', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'created'}
2026-04-16 12:08:51,203 MUTATE-GEN: op=10,-1,3,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'runnable', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'created'}
2026-04-16 12:08:51,269 MUTATE-GEN: op=13,3,1,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'runnable', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'created'}
2026-04-16 12:08:52,824 MUTATE-GEN: op=5,0,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'on_cpu', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'created'}
2026-04-16 12:08:53,034 MUTATE-GEN: op=17,3,1,0 executed_steps=1 task_state={0: 'sleeping', 1: 'on_cpu', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'created'}
2026-04-16 12:08:53,475 MUTATE-GEN: op=7,1,6,0 executed_steps=1 task_state={0: 'sleeping', 1: 'on_cpu', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'created'}
2026-04-16 12:08:54,172 MUTATE-GEN: op=5,1,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'created'}
2026-04-16 12:08:54,233 MUTATE-GEN: op=20,2,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'spin'}
2026-04-16 12:09:00,061 MUTATE-GEN: op=8,0,0,0 executed_steps=13 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'spin'}
2026-04-16 12:09:00,061 MUTATE-GEN: op=8,0,0,0 executed_steps=13 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'spin'}
2026-04-16 12:09:00,061 MUTATE-GEN: op=8,0,0,0 executed_steps=13 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'spin'}
2026-04-16 12:09:00,061 MUTATE-GEN: op=8,0,0,0 executed_steps=13 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'spin'}
2026-04-16 12:09:00,062 MUTATE-GEN: op=8,0,0,0 executed_steps=13 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'spin'}
2026-04-16 12:09:00,062 MUTATE-GEN: op=8,0,0,0 executed_steps=13 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'spin'}
2026-04-16 12:09:00,062 MUTATE-GEN: op=8,0,0,0 executed_steps=13 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'spin'}
2026-04-16 12:09:00,062 MUTATE-GEN: op=8,0,0,0 executed_steps=13 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'spin'}
2026-04-16 12:09:00,062 MUTATE-GEN: op=8,0,0,0 executed_steps=13 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'spin'}
2026-04-16 12:09:00,062 MUTATE-GEN: op=8,0,0,0 executed_steps=13 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'spin'}
2026-04-16 12:09:00,062 MUTATE-GEN: op=8,0,0,0 executed_steps=13 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'spin'}
2026-04-16 12:09:00,062 MUTATE-GEN: op=8,0,0,0 executed_steps=13 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'spin'}
2026-04-16 12:09:00,062 MUTATE-GEN: op=8,0,0,0 executed_steps=13 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'spin'}
2026-04-16 12:09:00,125 MUTATE-GEN: op=19,1,2,2 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'spin'}
2026-04-16 12:09:00,195 MUTATE-GEN: op=12,2,5122,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'spin'}
2026-04-16 12:09:00,260 MUTATE-GEN: op=22,2,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'blocked'}
2026-04-16 12:09:00,328 MUTATE-GEN: op=11,0,1,1 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'blocked'}
2026-04-16 12:09:00,425 MUTATE-GEN: op=10,1,4,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'created', 2: 'blocked'}
2026-04-16 12:09:00,489 MUTATE-GEN: op=20,1,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:04,012 MUTATE-GEN: op=8,0,0,0 executed_steps=10 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:04,013 MUTATE-GEN: op=8,0,0,0 executed_steps=10 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:04,013 MUTATE-GEN: op=8,0,0,0 executed_steps=10 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:04,013 MUTATE-GEN: op=8,0,0,0 executed_steps=10 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:04,013 MUTATE-GEN: op=8,0,0,0 executed_steps=10 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:04,013 MUTATE-GEN: op=8,0,0,0 executed_steps=10 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:04,013 MUTATE-GEN: op=8,0,0,0 executed_steps=10 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:04,013 MUTATE-GEN: op=8,0,0,0 executed_steps=10 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:04,013 MUTATE-GEN: op=8,0,0,0 executed_steps=10 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:04,014 MUTATE-GEN: op=8,0,0,0 executed_steps=10 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,735 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,735 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,735 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,735 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,735 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,735 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,735 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,736 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,736 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,736 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,736 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,736 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,736 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,736 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,736 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,736 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,737 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,737 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,737 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:10,737 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:14,156 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:14,157 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:14,157 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:14,157 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:14,157 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
2026-04-16 12:09:14,157 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={0: 'spin', 1: 'spin', 2: 'blocked'}
